Time Rate1 Rate2 Rate3 Rate4 Rate5 Rate6
54065.6 0 0 1 1 0 0
54065.7 0 0 0 0 0 0
54065.8 2 0 0 1 0 0
54065.9 0 1 0 2 0 0
54066.0 2 0 1 1 0 0
54066.1 1 0 1 1 0 0
54066.2 1 2 0 0 0 0
54066.3 0 0 0 0 0 0
54066.4 2 0 0 0 0 0
54066.5 2 0 1 0 0 0
54066.6 4 0 2 1 0 0
54066.7 3 1 1 0 0 0
54066.8 1 0 0 1 0 0
54066.9 1 2 2 2 0 0
54067.0 0 0 1 1 0 0
54067.1 1 0 1 1 0 0
54067.2 2 1 0 0 0 0
54067.3 0 0 0 3 0 0
54067.4 1 0 1 1 0 0
54067.5 0 1 1 2 0 0
54067.6 0 0 0 1 0 0
54067.7 1 0 1 0 0 0
54067.8 1 1 1 0 0 0
54067.9 0 3 2 1 0 0
54068.0 1 1 0 1 0 0
54068.1 0 0 0 0 0 0
54068.2 0 0 1 0 0 0
54068.3 0 0 1 0 0 0
54068.4 0 0 0 0 0 0
54068.5 2 0 0 0 0 0
54068.6 2 1 1 0 0 0
54068.7 1 1 1 1 0 0
54068.8 1 0 0 1 0 0
54068.9 1 2 2 1 0 0
54069.0 0 0 2 0 0 0
54069.1 0 0 2 1 0 0
54069.2 0 1 4 1 0 0
54069.3 2 1 1 0 0 0
54069.4 0 1 3 1 0 0
54069.5 0 0 2 1 0 0
54069.6 1 2 0 0 0 0
54069.7 1 0 1 2 0 0
54069.8 0 2 0 1 0 0
54069.9 1 1 1 1 0 0
54070.0 1 2 0 1 0 0
54070.1 1 0 1 0 0 0
54070.2 1 1 1 0 0 0
54070.3 0 1 0 1 0 0
54070.4 1 0 1 0 0 0
54070.5 1 0 3 3 0 0
54070.6 1 1 0 0 0 0
54070.7 1 1 3 2 0 0
54070.8 1 1 1 0 0 0
54070.9 0 2 0 0 0 0
54071.0 0 1 0 0 0 0
54071.1 2 0 0 0 0 0
54071.2 1 0 1 0 0 0
54071.3 1 0 0 0 0 0
54071.4 1 1 0 0 0 0
54071.5 0 1 0 0 0 0
54071.6 1 1 0 1 0 0
54071.7 0 0 0 1 0 0
54071.8 0 0 1 1 0 0
54071.9 0 0 1 0 0 0
54072.0 1 1 3 1 0 0
54072.1 0 0 0 0 0 0
54072.2 0 2 0 1 0 0
54072.3 1 0 2 1 0 0
54072.4 1 1 0 0 0 0
54072.5 0 1 0 0 0 0
54072.6 0 1 5 1 0 0
54072.7 1 0 1 1 0 0
54072.8 1 1 0 2 0 0
54072.9 2 0 2 1 0 0
54073.0 1 0 2 2 0 0
54073.1 0 0 2 0 0 0
54073.2 0 3 2 2 0 0
54073.3 2 1 0 0 0 0
54073.4 0 0 0 0 0 0
54073.5 0 1 1 2 0 0
54073.6 0 0 0 0 0 0
54073.7 0 1 3 2 0 0
54073.8 0 0 0 2 0 0
54073.9 1 0 0 0 0 0
54074.0 1 1 5 1 0 0
54074.1 1 2 2 1 0 0
54074.2 1 0 1 0 0 0
54074.3 0 0 0 0 0 0
54074.4 2 2 2 0 0 0
54074.5 0 2 0 1 0 0
54074.6 0 1 1 0 0 0
54074.7 0 0 0 2 0 0
54074.8 0 2 0 2 0 0
54074.9 0 1 0 0 0 0
54075.0 0 2 1 2 0 0
54075.1 0 0 0 1 0 0
54075.2 0 0 0 0 0 0
54075.3 0 0 0 0 0 0
54075.4 1 1 0 0 0 0
54075.5 0 0 1 3 0 0
54075.6 1 0 0 1 0 0
54075.7 0 1 1 4 0 0
54075.8 0 1 1 0 0 0
54075.9 0 0 0 1 0 0
54076.0 1 0 3 0 0 0
54076.1 0 0 0 0 0 0
54076.2 1 1 2 0 0 0
54076.3 0 0 0 1 0 0
54076.4 0 1 2 1 0 0
54076.5 1 0 1 0 0 0
54076.6 2 1 0 1 0 0
54076.7 0 1 2 1 0 0
54076.8 0 1 1 0 0 0
54076.9 2 0 0 0 0 0
54077.0 1 2 0 0 0 0
54077.1 1 1 2 1 0 0
54077.2 1 0 1 1 0 0
54077.3 0 1 0 0 0 0
54077.4 3 1 3 0 0 0
54077.5 1 0 0 1 0 0
54077.6 0 1 0 1 0 0
54077.7 0 2 0 0 0 0
54077.8 0 1 2 0 0 0
54077.9 2 0 0 0 0 0
54078.0 0 0 0 0 0 0
54078.1 1 0 0 1 0 0
54078.2 2 0 2 5 0 0
54078.3 1 1 0 0 0 0
54078.4 0 0 0 2 0 0
54078.5 1 0 0 0 0 0
54078.6 1 0 0 0 0 0
54078.7 0 1 0 1 0 0
54078.8 0 0 0 1 0 0
54078.9 1 0 1 1 0 0
54079.0 3 2 2 0 0 0
54079.1 1 0 1 2 0 0
54079.2 2 1 2 0 0 0
54079.3 0 0 1 1 0 0
54079.4 1 0 1 2 0 0
54079.5 0 1 1 1 0 0
54079.6 1 0 0 0 0 0
54079.7 1 1 1 0 0 0
54079.8 2 1 0 1 0 0
54079.9 0 0 1 1 0 0
54080.0 0 1 1 4 0 0
54080.1 1 1 0 0 0 0
54080.2 0 0 0 4 0 0
54080.3 1 1 1 1 0 0
54080.4 1 0 1 0 0 0
54080.5 0 1 0 1 0 0
54080.6 1 0 0 1 0 0
54080.7 1 1 1 0 0 0
54080.8 2 1 1 1 0 0
54080.9 1 0 2 1 0 0
54081.0 1 0 1 0 0 0
54081.1 0 2 1 0 0 0
54081.2 1 1 0 2 0 0
54081.3 0 0 0 0 0 0
54081.4 1 0 0 0 0 0
54081.5 0 1 1 1 0 0
54081.6 1 0 0 0 0 0
54081.7 0 1 1 1 0 0
54081.8 1 0 0 1 0 0
54081.9 1 2 1 1 0 0
54082.0 2 0 0 0 0 0
54082.1 1 0 1 2 0 0
54082.2 1 2 1 1 0 0
54082.3 1 1 1 0 0 0
54082.4 1 0 1 0 0 0
54082.5 2 1 0 0 0 0
54082.6 0 0 0 1 0 0
54082.7 0 0 0 0 0 0
54082.8 1 0 1 1 0 0
54082.9 3 1 3 0 0 0
54083.0 0 0 1 1 0 0
54083.1 0 0 0 1 0 0
54083.2 1 1 0 0 0 0
54083.3 1 1 0 0 0 0
54083.4 0 0 1 0 0 0
54083.5 0 0 0 1 0 0
54083.6 2 0 1 0 0 0
54083.7 0 2 0 2 0 0
54083.8 1 0 1 1 0 0
54083.9 0 1 0 0 0 0
54084.0 1 0 1 1 0 0
54084.1 0 1 1 2 0 0
54084.2 0 1 0 1 0 0
54084.3 0 0 2 0 0 0
54084.4 0 0 1 0 0 0
54084.5 0 0 2 4 0 0
54084.6 0 0 2 1 0 0
54084.7 0 0 0 2 0 0
54084.8 0 1 0 1 0 0
54084.9 1 0 0 0 0 0
54085.0 2 1 0 1 0 0
54085.1 1 0 0 1 0 0
54085.2 1 0 0 0 0 0
54085.3 1 0 0 0 0 0
54085.4 0 2 2 1 0 0
54085.5 0 3 1 1 0 0
54085.6 0 1 0 1 0 0
54085.7 0 0 1 2 0 0
54085.8 0 1 1 0 0 0
54085.9 2 2 2 1 0 0
54086.0 1 2 4 1 0 0
54086.1 2 0 0 1 0 0
54086.2 0 0 1 0 0 0
54086.3 2 2 0 2 0 0
54086.4 0 1 1 3 0 0
54086.5 2 0 0 0 0 0
54086.6 0 0 0 0 0 0
54086.7 1 1 1 1 0 0
54086.8 0 0 0 0 0 0
54086.9 1 0 1 0 0 0
54087.0 2 0 0 0 0 0
54087.1 0 1 0 0 0 0
54087.2 0 1 1 0 0 0
54087.3 0 0 0 0 0 0
54087.4 1 1 1 1 0 0
54087.5 2 0 1 0 0 0
54087.6 1 2 1 1 0 0
54087.7 1 0 0 1 0 0
54087.8 1 0 0 1 0 0
54087.9 2 1 1 0 0 0
54088.0 0 1 1 0 0 0
54088.1 0 0 1 1 0 0
54088.2 2 0 0 1 0 0
54088.3 0 1 2 1 0 0
54088.4 1 0 1 1 0 0
54088.5 0 1 0 2 0 0
54088.6 1 1 1 0 0 0
54088.7 1 0 3 0 0 0
54088.8 0 0 1 2 0 0
54088.9 0 0 2 1 0 0
54089.0 0 1 0 0 0 0
54089.1 1 1 1 3 0 0
54089.2 2 1 0 0 0 0
54089.3 1 0 0 1 0 0
54089.4 0 0 2 0 0 0
54089.5 2 0 0 1 0 0
54089.6 0 0 1 1 0 0
54089.7 0 0 0 1 0 0
54089.8 1 1 1 0 0 0
54089.9 0 1 1 0 0 0
54090.0 0 0 3 0 0 0
54090.1 3 1 0 0 0 0
54090.2 0 2 0 0 0 0
54090.3 0 0 1 2 0 0
54090.4 0 1 0 0 0 0
54090.5 1 0 0 2 0 0
54090.6 2 1 1 0 0 0
54090.7 2 0 1 1 0 0
54090.8 0 1 1 1 0 0
54090.9 1 0 1 5 0 0
54091.0 0 0 0 0 0 0
54091.1 0 1 1 0 0 0
54091.2 0 0 1 1 0 0
54091.3 1 0 0 1 0 0
54091.4 0 1 1 0 0 0
54091.5 1 3 2 1 0 0
54091.6 0 1 0 1 0 0
54091.7 0 1 1 0 0 0
54091.8 0 2 0 0 0 0
54091.9 0 1 3 1 0 0
54092.0 2 1 1 1 0 0
54092.1 1 0 0 0 0 0
54092.2 2 1 0 1 0 0
54092.3 0 0 2 1 0 0
54092.4 1 1 0 2 0 0
54092.5 0 0 1 0 0 0
54092.6 1 1 1 1 0 0
54092.7 0 0 0 0 0 0
54092.8 0 0 0 1 0 0
54092.9 1 1 1 1 0 0
54093.0 1 0 2 0 0 0
54093.1 2 0 0 0 0 0
54093.2 0 3 0 0 0 0
54093.3 4 0 0 2 0 0
54093.4 4 1 0 0 0 0
54093.5 0 0 2 1 0 0
54093.6 1 2 3 1 0 0
54093.7 1 0 0 0 0 0
54093.8 1 3 0 0 0 0
54093.9 1 2 1 1 0 0
54094.0 2 1 0 1 0 0
54094.1 0 0 0 0 0 0
54094.2 0 1 3 2 0 0
54094.3 1 0 0 1 0 0
54094.4 0 2 0 1 0 0
54094.5 2 0 1 2 0 0
54094.6 0 0 0 1 0 0
54094.7 0 0 1 1 0 0
54094.8 0 2 1 1 0 0
54094.9 0 2 0 0 0 0
54095.0 1 1 0 1 0 0
54095.1 0 0 0 0 0 0
54095.2 0 0 1 1 0 0
54095.3 0 1 1 0 0 0
54095.4 0 0 2 0 0 0
54095.5 1 0 2 2 0 0
54095.6 2 0 1 1 0 0
54095.7 0 0 0 0 0 0
54095.8 0 0 1 0 0 0
54095.9 0 1 4 1 0 0
54096.0 0 1 1 1 0 0
54096.1 0 0 1 0 0 0
54096.2 1 0 0 0 0 0
54096.3 1 0 0 0 0 0
54096.4 1 0 4 0 0 0
54096.5 0 1 1 2 0 0
54096.6 0 0 1 1 0 0
54096.7 0 0 0 0 0 0
54096.8 0 0 0 0 0 0
54096.9 0 0 0 1 0 0
54097.0 0 1 1 1 0 0
54097.1 0 2 1 1 0 0
54097.2 1 0 3 0 0 0
54097.3 1 0 0 0 0 0
54097.4 2 0 0 0 0 0
54097.5 2 1 0 0 0 0
54097.6 0 0 2 0 0 0
54097.7 0 0 2 1 0 0
54097.8 0 2 1 0 0 0
54097.9 1 3 0 0 0 0
54098.0 0 2 1 2 0 0
54098.1 0 1 1 0 0 0
54098.2 1 0 1 0 0 0
54098.3 0 2 0 3 0 0
54098.4 1 0 3 0 0 0
54098.5 1 0 1 2 0 0
54098.6 1 0 1 0 0 0
54098.7 0 0 0 0 0 0
54098.8 1 0 0 1 0 0
54098.9 2 1 0 2 0 0
54099.0 3 1 0 0 0 0
54099.1 0 1 1 1 0 0
54099.2 0 1 1 1 0 0
54099.3 2 2 0 0 0 0
54099.4 0 0 1 0 0 0
54099.5 1 2 0 0 0 0
54099.6 1 0 1 0 0 0
54099.7 0 1 0 0 0 0
54099.8 1 1 1 1 0 0
54099.9 0 1 4 0 0 0
54100.0 0 0 1 0 0 0
54100.1 1 0 1 2 0 0
54100.2 1 0 0 2 0 0
54100.3 0 1 0 0 0 0
54100.4 0 0 0 0 0 0
54100.5 0 0 0 0 0 0
54100.6 1 0 2 2 0 0
54100.7 1 2 1 1 0 0
54100.8 1 1 0 0 0 0
54100.9 0 2 0 2 0 0
54101.0 2 2 1 0 0 0
54101.1 0 0 0 1 0 0
54101.2 1 1 1 2 0 0
54101.3 1 2 1 0 0 0
54101.4 0 0 0 2 0 0
54101.5 0 0 1 3 0 0
54101.6 0 1 2 0 0 0
54101.7 0 0 0 0 0 0
54101.8 0 2 1 1 0 0
54101.9 0 0 0 1 0 0
54102.0 0 0 0 2 0 0
54102.1 0 0 1 0 0 0
54102.2 0 1 1 2 0 0
54102.3 0 0 0 1 0 0
54102.4 0 0 1 0 0 0
54102.5 0 0 2 0 0 0
54102.6 1 2 2 1 0 0
54102.7 0 0 1 1 0 0
54102.8 0 1 2 0 0 0
54102.9 0 2 1 0 0 0
54103.0 1 0 0 2 0 0
54103.1 3 1 0 0 0 0
54103.2 1 1 1 1 0 0
54103.3 0 0 0 0 0 0
54103.4 1 0 0 0 0 0
54103.5 3 1 0 2 0 0
54103.6 0 0 0 1 0 0
54103.7 0 0 1 3 0 0
54103.8 0 0 1 0 0 0
54103.9 0 0 0 1 0 0
54104.0 1 1 0 2 0 0
54104.1 0 1 0 0 0 0
54104.2 0 1 0 2 0 0
54104.3 1 0 2 1 0 0
54104.4 1 0 0 2 0 0
54104.5 0 0 0 2 0 0
54104.6 0 0 1 1 0 0
54104.7 1 0 0 1 0 0
54104.8 1 1 2 1 0 0
54104.9 2 2 0 3 0 0
54105.0 0 0 2 1 0 0
54105.1 0 2 0 0 0 0
54105.2 1 0 0 0 0 0
54105.3 0 0 1 0 0 0
54105.4 0 1 2 1 0 0
54105.5 0 0 1 0 0 0
54105.6 0 0 0 1 0 0
54105.7 2 1 1 0 0 0
54105.8 0 0 1 0 0 0
54105.9 1 2 2 0 0 0
54106.0 0 0 0 1 0 0
54106.1 0 0 0 0 0 0
54106.2 0 0 0 0 0 0
54106.3 0 2 2 0 0 0
54106.4 1 0 1 2 0 0
54106.5 0 0 2 0 0 0
54106.6 1 0 2 1 0 0
54106.7 1 0 0 0 0 0
54106.8 1 1 2 1 0 0
54106.9 0 0 1 0 0 0
54107.0 0 0 2 0 0 0
54107.1 0 0 0 0 0 0
54107.2 0 1 0 0 0 0
54107.3 0 0 0 0 0 0
54107.4 0 0 0 2 0 0
54107.5 0 2 0 1 0 0
54107.6 1 2 0 1 0 0
54107.7 0 0 1 1 0 0
54107.8 1 1 1 0 0 0
54107.9 1 0 2 0 0 0
54108.0 1 3 2 3 0 0
54108.1 3 0 0 0 0 0
54108.2 0 0 1 1 0 0
54108.3 1 0 1 0 0 0
54108.4 1 1 0 0 0 0
54108.5 0 1 1 0 0 0
54108.6 1 3 1 0 0 0
54108.7 0 0 1 2 0 0
54108.8 0 1 0 1 0 0
54108.9 0 0 0 2 0 0
54109.0 1 1 1 1 0 0
54109.1 0 3 1 1 0 0
54109.2 1 1 0 1 0 0
54109.3 0 1 0 1 0 0
54109.4 0 0 0 1 0 0
54109.5 0 0 2 1 0 0
54109.6 1 0 1 2 0 0
54109.7 1 0 2 0 0 0
54109.8 1 0 1 0 0 0
54109.9 0 0 0 1 0 0
54110.0 0 1 0 1 0 0
54110.1 0 0 0 0 0 0
54110.2 0 1 0 1 0 0
54110.3 0 0 1 0 0 0
54110.4 3 1 1 2 0 0
54110.5 0 1 0 2 0 0
54110.6 0 0 3 2 0 0
54110.7 0 1 0 0 0 0
54110.8 0 1 0 1 0 0
54110.9 1 0 0 1 0 0
54111.0 1 2 1 2 0 0
54111.1 0 0 0 0 0 0
54111.2 0 1 1 0 0 0
54111.3 1 1 1 1 0 0
54111.4 1 0 1 0 0 0
54111.5 1 1 0 0 0 0
54111.6 0 0 0 1 0 0
54111.7 1 0 1 1 0 0
54111.8 0 0 0 1 0 0
54111.9 1 2 0 1 0 0
54112.0 0 0 0 0 0 0
54112.1 2 1 0 2 0 0
54112.2 2 1 1 3 0 0
54112.3 0 0 3 2 0 0
54112.4 0 0 0 1 0 0
54112.5 0 2 1 0 0 0
54112.6 2 0 2 0 0 0
54112.7 1 2 1 3 0 0
54112.8 0 1 0 0 0 0
54112.9 0 2 0 2 0 0
54113.0 0 1 0 0 0 0
54113.1 0 3 0 0 0 0
54113.2 0 1 1 1 0 0
54113.3 0 0 2 0 0 0
54113.4 2 1 0 1 0 0
54113.5 0 0 0 1 0 0
54113.6 0 1 2 0 0 0
54113.7 0 2 1 2 0 0
54113.8 1 0 2 0 0 0
54113.9 3 0 1 0 0 0
54114.0 0 0 1 1 0 0
54114.1 0 0 0 1 0 0
54114.2 0 0 0 1 0 0
54114.3 1 4 1 1 0 0
54114.4 0 1 0 0 0 0
54114.5 0 1 2 0 0 0
54114.6 1 1 2 1 0 0
54114.7 0 0 0 1 0 0
54114.8 0 1 0 1 0 0
54114.9 1 1 0 0 0 0
54115.0 1 0 0 0 0 0
54115.1 0 2 1 1 0 0
54115.2 1 1 1 1 0 0
54115.3 2 0 0 0 0 0
54115.4 0 2 2 0 0 0
54115.5 0 0 0 1 0 0
54115.6 1 0 1 2 0 0
54115.7 0 1 1 2 0 0
54115.8 1 0 0 0 0 0
54115.9 0 0 1 0 0 0
54116.0 1 1 1 2 0 0
54116.1 0 0 1 1 0 0
54116.2 0 0 1 4 0 0
54116.3 1 0 2 1 0 0
54116.4 0 0 1 0 0 0
54116.5 1 1 1 1 0 0
54116.6 1 0 0 0 0 0
54116.7 0 1 0 0 0 0
54116.8 1 0 1 1 0 0
54116.9 0 1 0 1 0 0
54117.0 0 0 1 1 0 0
54117.1 0 0 0 0 0 0
54117.2 0 0 2 2 0 0
54117.3 0 1 0 0 0 0
54117.4 0 1 0 2 0 0
54117.5 1 1 0 0 0 0
54117.6 0 0 0 1 0 0
54117.7 1 0 1 0 0 0
54117.8 0 1 2 3 0 0
54117.9 3 2 2 0 0 0
54118.0 1 1 2 2 0 0
54118.1 2 0 1 0 0 0
54118.2 0 0 2 0 0 0
54118.3 0 1 0 0 0 0
54118.4 1 2 2 0 0 0
54118.5 2 1 1 1 0 0
54118.6 0 0 0 0 0 0
54118.7 0 1 0 1 0 0
54118.8 0 0 0 0 0 0
54118.9 0 1 2 2 0 0
54119.0 0 0 0 0 0 0
54119.1 0 0 1 0 0 0
54119.2 1 0 0 1 0 0
54119.3 0 0 2 1 0 0
54119.4 1 1 0 0 0 0
54119.5 0 1 0 1 0 0
54119.6 1 2 2 1 0 0
54119.7 0 0 1 0 0 0
54119.8 0 0 1 0 0 0
54119.9 0 1 0 0 0 0
54120.0 0 1 0 0 0 0
54120.1 0 0 0 0 0 0
54120.2 0 1 1 1 0 0
54120.3 0 3 1 1 0 0
54120.4 0 1 0 0 0 0
54120.5 0 2 0 0 0 0
54120.6 1 1 0 1 0 0
54120.7 0 1 0 2 0 0
54120.8 0 0 0 1 0 0
54120.9 0 0 3 2 0 0
54121.0 0 0 4 3 0 0
54121.1 1 0 0 2 0 0
54121.2 0 0 1 0 0 0
54121.3 1 0 1 2 0 0
54121.4 0 1 0 0 0 0
54121.5 2 1 1 1 0 0
54121.6 0 0 2 2 0 0
54121.7 0 0 0 1 0 0
54121.8 0 1 1 0 0 0
54121.9 1 2 0 1 0 0
54122.0 1 2 0 2 0 0
54122.1 0 4 0 2 0 0
54122.2 0 0 0 0 0 0
54122.3 0 1 0 0 0 0
54122.4 0 1 0 0 0 0
54122.5 1 0 3 1 0 0
54122.6 1 2 0 1 0 0
54122.7 1 0 2 0 0 0
54122.8 0 0 0 1 0 0
54122.9 1 0 0 4 0 0
54123.0 0 1 2 0 0 0
54123.1 0 0 0 0 0 0
54123.2 0 1 0 2 0 0
54123.3 0 1 0 0 0 0
54123.4 0 2 4 0 0 0
54123.5 0 0 1 3 0 0
54123.6 2 1 0 0 0 0
54123.7 1 2 0 1 0 0
54123.8 2 1 0 1 0 0
54123.9 0 0 0 2 0 0
54124.0 1 0 1 2 0 0
54124.1 1 0 1 0 0 0
54124.2 2 1 3 1 0 0
54124.3 0 0 0 1 0 0
54124.4 0 1 0 0 0 0
54124.5 0 0 0 0 0 0
54124.6 1 1 1 0 0 0
54124.7 1 4 1 0 0 0
54124.8 0 0 0 0 0 0
54124.9 1 1 1 0 0 0
54125.0 1 0 2 0 0 0
54125.1 3 2 0 2 0 0
54125.2 1 1 0 0 0 0
54125.3 2 0 0 2 0 0
54125.4 0 0 1 0 0 0
54125.5 1 0 0 2 0 0
54125.6 1 0 0 0 0 0
54125.7 0 1 2 2 0 0
54125.8 1 1 1 2 0 0
54125.9 1 2 0 0 0 0
54126.0 1 1 0 2 0 0
54126.1 0 1 3 1 0 0
54126.2 0 1 0 1 0 0
54126.3 0 0 0 2 0 0
54126.4 0 1 3 3 0 0
54126.5 1 0 0 0 0 0
54126.6 1 3 1 0 0 0
54126.7 0 1 0 0 0 0
54126.8 1 1 1 0 0 0
54126.9 2 1 3 1 0 0
54127.0 1 0 2 1 0 0
54127.1 1 1 0 0 0 0
54127.2 0 2 0 0 0 0
54127.3 1 1 0 0 0 0
54127.4 0 1 1 1 0 0
54127.5 1 0 1 2 0 0
54127.6 2 0 0 1 0 0
54127.7 0 2 1 1 0 0
54127.8 0 0 0 0 0 0
54127.9 0 1 0 1 0 0
54128.0 1 0 3 3 0 0
54128.1 2 1 1 2 0 0
54128.2 3 0 1 2 0 0
54128.3 0 0 1 0 0 0
54128.4 1 2 1 2 0 0
54128.5 1 1 0 2 0 0
54128.6 0 0 0 2 0 0
54128.7 1 1 0 0 0 0
54128.8 2 1 0 1 0 0
54128.9 1 2 1 3 0 0
54129.0 1 0 1 1 0 0
54129.1 0 0 0 0 0 0
54129.2 1 0 0 0 0 0
54129.3 1 1 0 0 0 0
54129.4 0 0 1 0 0 0
54129.5 0 2 0 0 0 0
54129.6 0 1 1 1 0 0
54129.7 0 1 1 2 0 0
54129.8 1 1 1 0 0 0
54129.9 0 1 1 0 0 0
54130.0 1 0 5 1 0 0
54130.1 0 0 0 1 0 0
54130.2 1 1 1 0 0 0
54130.3 1 1 1 1 0 0
54130.4 0 0 1 0 0 0
54130.5 0 0 2 0 0 0
54130.6 0 0 0 2 0 0
54130.7 0 0 1 3 0 0
54130.8 0 0 0 1 0 0
54130.9 0 0 1 0 0 0
54131.0 0 0 0 1 0 0
54131.1 2 0 1 0 0 0
54131.2 1 1 1 1 0 0
54131.3 1 1 0 0 0 0
54131.4 0 1 0 1 0 0
54131.5 1 0 1 1 0 0
54131.6 0 0 2 0 0 0
54131.7 2 0 0 0 0 0
54131.8 0 0 2 0 0 0
54131.9 1 0 0 0 0 0
54132.0 1 0 0 1 0 0
54132.1 4 0 0 1 0 0
54132.2 1 1 1 0 0 0
54132.3 0 1 1 0 0 0
54132.4 0 0 1 1 0 0
54132.5 2 2 0 1 0 0
54132.6 2 0 0 1 0 0
54132.7 0 1 1 2 0 0
54132.8 0 0 0 0 0 0
54132.9 1 1 0 1 0 0
54133.0 0 1 2 3 0 0
54133.1 0 0 1 0 0 0
54133.2 0 0 1 0 0 0
54133.3 1 1 0 0 0 0
54133.4 0 1 1 0 0 0
54133.5 0 0 2 1 0 0
54133.6 1 2 0 1 0 0
54133.7 0 1 1 2 0 0
54133.8 0 1 2 0 0 0
54133.9 2 0 1 0 0 0
54134.0 0 0 1 1 0 0
54134.1 1 1 1 0 0 0
54134.2 0 2 2 2 0 0
54134.3 0 1 0 0 0 0
54134.4 0 0 2 1 0 0
54134.5 1 0 1 0 0 0
54134.6 0 0 1 0 0 0
54134.7 1 0 0 1 0 0
54134.8 0 0 1 0 0 0
54134.9 1 1 0 1 0 0
54135.0 0 0 2 1 0 0
54135.1 1 2 1 2 0 0
54135.2 0 0 0 1 0 0
54135.3 1 0 0 1 0 0
54135.4 1 1 1 2 0 0
54135.5 0 0 1 1 0 0
54135.6 0 1 1 0 0 0
54135.7 0 0 0 1 0 0
54135.8 0 0 0 0 0 0
54135.9 2 0 0 1 0 0
54136.0 0 0 2 2 0 0
54136.1 0 0 1 0 0 0
54136.2 0 0 1 0 0 0
54136.3 0 1 0 0 0 0
54136.4 0 0 0 0 0 0
54136.5 1 1 0 0 0 0
54136.6 0 2 1 1 0 0
54136.7 0 1 0 1 0 0
54136.8 2 1 1 1 0 0
54136.9 0 0 3 0 0 0
54137.0 0 1 1 1 0 0
54137.1 2 2 1 0 0 0
54137.2 1 2 1 0 0 0
54137.3 1 0 0 0 0 0
54137.4 2 3 1 2 0 0
54137.5 0 1 1 3 0 0
54137.6 1 0 2 0 0 0
54137.7 0 1 0 2 0 0
54137.8 0 1 0 0 0 0
54137.9 0 0 1 0 0 0
54138.0 0 0 0 1 0 0
54138.1 1 0 1 1 0 0
54138.2 2 1 3 0 0 0
54138.3 0 0 0 2 0 0
54138.4 1 1 2 0 0 0
54138.5 1 1 0 0 0 0
54138.6 0 0 2 1 0 0
54138.7 1 0 0 0 0 0
54138.8 1 2 1 1 0 0
54138.9 0 2 1 1 0 0
54139.0 3 0 0 0 0 0
54139.1 0 0 1 1 0 0
54139.2 1 0 1 1 0 0
54139.3 2 0 1 0 0 0
54139.4 1 1 2 0 0 0
54139.5 3 0 1 0 0 0
54139.6 2 0 1 1 0 0
54139.7 0 0 0 2 0 0
54139.8 1 1 1 0 0 0
54139.9 1 0 1 0 0 0
54140.0 1 1 2 2 0 0
54140.1 0 0 1 0 0 0
54140.2 0 1 0 1 0 0
54140.3 0 1 0 2 0 0
54140.4 0 1 0 0 0 0
54140.5 0 0 2 2 0 0
54140.6 1 2 0 0 0 0
54140.7 2 1 2 0 0 0
54140.8 2 0 1 0 0 0
54140.9 0 0 1 1 0 0
54141.0 1 1 1 1 0 0
54141.1 0 0 1 0 0 0
54141.2 1 2 2 3 0 0
54141.3 0 1 0 0 0 0
54141.4 2 1 2 0 0 0
54141.5 0 1 0 2 0 0
54141.6 0 0 0 1 0 0
54141.7 0 1 1 0 0 0
54141.8 1 0 1 1 0 0
54141.9 1 0 1 0 0 0
54142.0 1 0 1 0 0 0
54142.1 1 0 1 1 0 0
54142.2 1 1 1 1 0 0
54142.3 1 0 2 0 0 0
54142.4 1 3 1 2 0 0
54142.5 1 0 0 1 0 0
54142.6 1 0 1 1 0 0
54142.7 1 0 0 0 0 0
54142.8 1 2 1 0 0 0
54142.9 1 1 0 1 0 0
54143.0 0 0 1 0 0 0
54143.1 0 0 1 0 0 0
54143.2 0 1 0 0 0 0
54143.3 1 0 0 1 0 0
54143.4 2 2 0 0 0 0
54143.5 2 0 1 0 0 0
54143.6 3 0 2 0 0 0
54143.7 2 2 0 0 0 0
54143.8 0 0 1 0 0 0
54143.9 1 1 1 0 0 0
54144.0 2 1 2 0 0 0
54144.1 3 1 1 1 0 0
54144.2 1 0 0 0 0 0
54144.3 1 0 1 0 0 0
54144.4 0 1 0 1 0 0
54144.5 0 2 2 2 0 0
54144.6 1 2 1 0 0 0
54144.7 0 0 0 0 0 0
54144.8 1 0 2 1 0 0
54144.9 1 0 0 1 0 0
54145.0 1 0 5 3 0 0
54145.1 2 1 2 0 0 0
54145.2 0 0 0 1 0 0
54145.3 1 0 2 3 0 0
54145.4 0 0 1 0 0 0
54145.5 1 0 0 0 0 0
54145.6 0 0 1 0 0 0
54145.7 2 1 1 1 0 0
54145.8 1 0 0 0 0 0
54145.9 0 1 0 1 0 0
54146.0 0 1 0 1 0 0
54146.1 1 0 0 0 0 0
54146.2 0 0 0 0 0 0
54146.3 0 0 2 0 0 0
54146.4 2 3 2 1 0 0
54146.5 1 1 0 0 0 0
54146.6 1 1 3 2 0 0
54146.7 0 0 0 1 0 0
54146.8 2 0 1 1 0 0
54146.9 2 0 0 1 0 0
54147.0 0 0 0 2 0 0
54147.1 0 0 2 0 0 0
54147.2 1 2 2 1 0 0
54147.3 0 0 1 0 0 0
54147.4 1 1 2 0 0 0
54147.5 2 2 2 0 0 0
54147.6 0 0 0 0 0 0
